line_num,line,parse,parse_all,meter,meter_all,num_parses,num_viols__bestparse,num_viols__allparses_sum,num_viols__allparses_mean,score_viols__bestparse,score_viols__allparses_sum,score_viols__allparses_mean,num_sylls,num_words,[*strength.w=>-p/1]__bestparse,[*strength.w=>-p/1]__allparses_sum,[*strength.w=>-p/1]__allparses_mean,[*stress.s=>-u/1]__bestparse,[*stress.s=>-u/1]__allparses_sum,[*stress.s=>-u/1]__allparses_mean,[*stress.w=>-p/1]__bestparse,[*stress.w=>-p/1]__allparses_sum,[*stress.w=>-p/1]__allparses_mean,[*footmin-w-resolution/1]__bestparse,[*footmin-w-resolution/1]__allparses_sum,[*footmin-w-resolution/1]__allparses_mean,[*footmin-f-resolution/1]__bestparse,[*footmin-f-resolution/1]__allparses_sum,[*footmin-f-resolution/1]__allparses_mean,hayes_score
1074,"Commit to these waste blanks, and thou shalt find",com|MIT|to.these|WASTE.BLANKS*|and.thou|SHALT|find*,com|MIT|to.these|WASTE.BLANKS*|and.thou|SHALT|find*    com|MIT|to.these|WASTE.BLANKS*|and.thou|SHALT.FIND*    com|MIT|to|THESE*|waste*|BLANKS|and.thou|SHALT|find*    com|MIT|to|THESE*|waste*|BLANKS|and.thou|SHALT.FIND*    com|MIT|to.these|WASTE|blanks*|AND*|thou|SHALT|find*    com|MIT|to.these|WASTE|blanks*|AND*|thou|SHALT.FIND*,wswwsswwsw,wswwsswwsw    wswwsswwss    wswswswwsw    wswswswwss    wswwswswsw    wswwswswss,6,2,16,2.6666666666666665,2,16,2.6666666666666665,10,9,0,0,0.0,0,4,0.6666666666666666,1,7,1.1666666666666667,0,0,0.0,1,5,0.8333333333333334,7.06
1075,"Those children nursed, deliver'd from thy brain,",those|CHIL|dren|NURSED|de|LI|ver'd|FROM*|thy|BRAIN,those|CHIL|dren|NURSED|de|LI|ver'd|FROM*|thy|BRAIN    those|CHIL|dren|NURSED|de|LI.VER'D*|from.thy|BRAIN,wswswswsws,wswswswsws    wswswsswws,2,1,2,1.0,1,2,1.0,10,7,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1.92
1076,To take a new acquaintance of thy mind.,to|TAKE|a|NEW|ac|QUA|intance|OF*|thy|MIND,to|TAKE|a|NEW|ac|QUA|intance|OF*|thy|MIND,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,8,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.28
1077,"These offices, so oft as thou wilt look,",these|OF|fi|CES*|so|OFT|as.thou|WILT|look*,these|OF|fi|CES*|so|OFT|as.thou|WILT|look*    these|OF|fi|CES*|so|OFT|as.thou|WILT.LOOK*    these|OF|fi|CES*|so|OFT|as|THOU*|wilt|LOOK,wswswswwsw,wswswswwsw    wswswswwss    wswswswsws,3,2,6,2.0,2,6,2.0,10,8,0,0,0.0,1,4,1.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,1,0.3333333333333333,1.6
1078,Shall profit thee and much enrich thy book.,shall|PRO|fit|THEE*|and|MUCH|en|RICH|thy|BOOK,shall|PRO|fit|THEE*|and|MUCH|en|RICH|thy|BOOK    shall|PRO.FIT*|thee.and|MUCH|en|RICH|thy|BOOK,wswswswsws,wswswswsws    wsswwswsws,2,1,2,1.0,1,2,1.0,10,8,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,2.09
1079,"So oft have I invoked thee for my Muse,",so|OFT|have|I|in|VOKED|thee|FOR*|my|MUSE,so|OFT|have|I|in|VOKED|thee|FOR*|my|MUSE,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,9,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.56
1080,And found such fair assistance in my verse,and|FOUND|such|FAIR|as|SIS|tance|IN|my|VERSE,and|FOUND|such|FAIR|as|SIS|tance|IN|my|VERSE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3.4
1081,As every alien pen hath got my use,as|E|very|A|lien|PEN|hath|GOT|my|USE,as|E|very|A|lien|PEN|hath|GOT|my|USE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2.71
1082,And under thee their poesy disperse.,and|UN|der|THEE*|their|POE|sy.dis*|PERSE,and|UN|der|THEE*|their|POE|sy.dis*|PERSE    and|UN|der|THEE*|their|POE.SY*|dis|PERSE,wswswswws,wswswswws    wswswssws,2,2,4,2.0,2,4,2.0,9,6,0,0,0.0,1,3,1.5,0,0,0.0,0,0,0.0,1,1,0.5,0.94
1083,"Thine eyes, that taught the dumb on high to sing",thine|EYES|that|TAUGHT|the|DUMB|on|HIGH|to|SING,thine|EYES|that|TAUGHT|the|DUMB|on|HIGH|to|SING,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3.94
1084,"And heavy ignorance aloft to fly,",and|HEA|vy|I|gno|RANCE*|a|LOFT|to|FLY,and|HEA|vy|I|gno|RANCE*|a|LOFT|to|FLY,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,6,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.47
1085,Have added feathers to the learned's wing,have|AD|ded|FEAT|hers|TO*|the|LEARNED'S|wing*,have|AD|ded|FEAT|hers|TO*|the|LEARNED'S|wing*    have|AD|ded|FEAT|hers|TO*|the|LEARNED'S.WING*    have|AD|ded|FEAT.HERS*|to.the|LEARNED'S|wing*    have|AD|ded|FEAT.HERS*|to.the|LEARNED'S.WING*,wswswswsw,wswswswsw    wswswswss    wswsswwsw    wswsswwss,4,2,8,2.0,2,8,2.0,9,7,0,0,0.0,1,4,1.0,1,2,0.5,0,0,0.0,0,2,0.5,4.0
1086,And given grace a double majesty.,and|GI|ven|GRACE|a|DOU|ble|MA|jes|TY*,and|GI|ven|GRACE|a|DOU|ble|MA|jes|TY*    and|GI|ven|GRACE|a|DOU|ble|MA|jes.ty*    and|GI|ven|GRACE|a|DOU|ble|MA.JES*|ty,wswswswsws,wswswswsws    wswswswsww    wswswswssw,3,1,3,1.0,1,3,1.0,10,6,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,0,1,0.3333333333333333,0,0,0.0,1.87
1087,"Yet be most proud of that which I compile,",YET|be.most|PROUD|of|THAT|which|I|com|PILE,YET|be.most|PROUD|of|THAT|which|I|com|PILE    yet|BE|most|PROUD|of|THAT|which|I|com|PILE,swwswswsws,swwswswsws    wswswswsws,2,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5.12
1088,"Whose influence is thine, and born of thee:",whose|IN|fluen.ce*|IS|thine.and|BORN|of.thee,whose|IN|fluen.ce*|IS|thine.and|BORN|of.thee    whose|IN|fluen|CE.IS*|thine.and|BORN|of.thee    whose|IN|fluen|CE*|is|THINE*|and|BORN|of.thee    WHOSE|in*|FLUEN*|ce|IS|thine.and|BORN|of.thee,wswwswwsww,wswwswwsww    wswsswwsww    wswswswsww    swswswwsww,4,1,8,2.0,1,8,2.0,10,8,0,1,0.25,0,4,1.0,0,1,0.25,1,1,0.25,0,1,0.25,1.51
1089,"In others' works thou dost but mend the style,",in|OT|hers|WORKS|thou|DOST|but|MEND|the|STYLE,in|OT|hers|WORKS|thou|DOST|but|MEND|the|STYLE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.07
1090,And arts with thy sweet graces graced be;,and|ARTS|with.thy|SWEET.GRA*|ces|GRACED|be,and|ARTS|with.thy|SWEET.GRA*|ces|GRACED|be    and|ARTS|with|THY*|sweet*|GRA|ces|GRACED|be    and|ARTS|with.thy|SWEET|gra.ces*|GRACED|be,wswwsswsw,wswwsswsw    wswswswsw    wswwswwsw,3,1,5,1.6666666666666667,1,5,1.6666666666666667,9,8,0,1,0.3333333333333333,0,1,0.3333333333333333,0,2,0.6666666666666666,0,0,0.0,1,1,0.3333333333333333,9.08
1091,"But thou art all my art, and dost advance",but.thou|ART|all.my|ART|and|DOST|a|DVANCE,but.thou|ART|all.my|ART|and|DOST|a|DVANCE,wwswwswsws,wwswwswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4.12
1092,"As high as learning, my rude ignorance.",as|HIGH|as|LEAR|ning|MY*|rude*|I|gno|RANCE*,as|HIGH|as|LEAR|ning|MY*|rude*|I|gno|RANCE*    as|HIGH|as|LEAR|ning|MY*|rude*|I|gno.rance*    as|HIGH|as|LEAR|ning.my*|RUDE.I*|gno|RANCE*    as|HIGH|as|LEAR|ning.my*|RUDE.I*|gno.rance*    as|HIGH|as|LEAR|ning.my*|RUDE|i*|GNO*|rance    as|HIGH|as|LEAR.NING*|my|RUDE.I*|gno|RANCE*    as|HIGH|as|LEAR.NING*|my|RUDE.I*|gno.rance*,wswswswsws,wswswswsws    wswswswsww    wswswwssws    wswswwssww    wswswwswsw    wswsswssws    wswsswssww,7,3,24,3.4285714285714284,3,24,3.4285714285714284,10,7,0,1,0.14285714285714285,2,8,1.1428571428571428,1,3,0.42857142857142855,0,5,0.7142857142857143,0,7,1.0,6.83
1093,"Whilst I alone did call upon thy aid,",WHILST.I*|a|LONE|did|CALL|u|PON|thy|AID,WHILST.I*|a|LONE|did|CALL|u|PON|thy|AID    whilst*|I|a|LONE|did|CALL|u|PON|thy|AID    WHILST|i.a*|LONE|did|CALL|u|PON|thy|AID    WHILST|i|A.LONE*|did|CALL|u|PON|thy|AID,sswswswsws,sswswswsws    wswswswsws    swwswswsws    swsswswsws,4,1,5,1.25,1,5,1.25,10,8,0,0,0.0,0,1,0.25,0,1,0.25,0,1,0.25,1,2,0.5,0.47
1094,My verse alone had all thy gentle grace;,my|VERSE|a|LONE|had|ALL|thy|GEN|tle|GRACE,my|VERSE|a|LONE|had|ALL|thy|GEN|tle|GRACE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.47
1095,"But now my gracious numbers are decay'd,",but|NOW|my|GRA|cious|NUM|bers|ARE*|de|CAY'D,but|NOW|my|GRA|cious|NUM|bers|ARE*|de|CAY'D,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,7,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.88
1096,And my sick Muse doth give an other place.,and.my|SICK.MUSE*|doth|GIVE|an|OT|her|PLACE,and.my|SICK.MUSE*|doth|GIVE|an|OT|her|PLACE    and|MY*|sick*|MUSE|doth|GIVE|an|OT|her|PLACE,wwsswswsws,wwsswswsws    wswswswsws,2,1,3,1.5,1,3,1.5,10,9,0,0,0.0,0,1,0.5,0,1,0.5,0,0,0.0,1,1,0.5,3.41
1097,"I grant, sweet love, thy lovely argument",i|GRANT|sweet*|LOVE|thy|LO|vely|AR|gu|MENT*,i|GRANT|sweet*|LOVE|thy|LO|vely|AR|gu|MENT*    i|GRANT|sweet*|LOVE|thy|LO|vely|AR|gu.ment*,wswswswsws,wswswswsws    wswswswsww,2,2,4,2.0,2,4,2.0,10,7,0,0,0.0,1,1,0.5,1,2,1.0,0,1,0.5,0,0,0.0,9.22
1098,Deserves the travail of a worthier pen;,de|SERVES|the.tra*|VAIL|of.a|WORT|hier|PEN,de|SERVES|the.tra*|VAIL|of.a|WORT|hier|PEN    de|SERVES|the|TRA.VAIL*|of.a|WORT|hier|PEN    DE*|serves*|THE*|tra|VAIL|of.a|WORT|hier|PEN    de|SERVES|the|TRA*|vail*|OF*|a|WORT|hier|PEN,wswwswwsws,wswwswwsws    wswsswwsws    swswswwsws    wswswswsws,4,1,11,2.75,1,11,2.75,10,7,0,2,0.5,0,5,1.25,0,2,0.5,0,1,0.25,1,1,0.25,0.28
1099,Yet what of thee thy poet doth invent,YET|what|OF*|thee.thy|PO|et|DOTH*|in|VENT,YET|what|OF*|thee.thy|PO|et|DOTH*|in|VENT    YET|what.of|THEE*|thy|PO|et|DOTH*|in|VENT    yet|WHAT|of|THEE*|thy|PO|et|DOTH*|in|VENT    yet.what|OF*|thee.thy|PO|et|DOTH*|in|VENT,swswwswsws,swswwswsws    swwswswsws    wswswswsws    wwswwswsws,4,2,8,2.0,2,8,2.0,10,8,0,0,0.0,2,8,2.0,0,0,0.0,0,0,0.0,0,0,0.0,3.59
1100,"He robs thee of, and pays it thee again.",he|ROBS|thee|OF*|and|PAYS|it|THEE*|a|GAIN,he|ROBS|thee|OF*|and|PAYS|it|THEE*|a|GAIN    he|ROBS|thee|OF*|and|PAYS.IT*|thee.a*|GAIN    he|ROBS|thee.of|AND*|pays*|IT|thee.a*|GAIN,wswswswsws,wswswswsws    wswswsswws    wswwswswws,3,2,8,2.6666666666666665,2,8,2.6666666666666665,10,9,0,0,0.0,2,4,1.3333333333333333,0,1,0.3333333333333333,0,0,0.0,0,3,1.0,4.99
1101,"He lends thee virtue, and he stole that word",he|LENDS|thee|VIR|tue|AND*|he|STOLE|that|WORD,he|LENDS|thee|VIR|tue|AND*|he|STOLE|that|WORD    he|LENDS|thee|VIR|tue.and*|HE.STOLE*|that|WORD    he|LENDS|thee|VIR|tue.and*|HE|stole*|THAT|word*,wswswswsws,wswswswsws    wswswwssws    wswswwswsw,3,1,6,2.0,1,6,2.0,10,9,0,0,0.0,1,1,0.3333333333333333,0,2,0.6666666666666666,0,0,0.0,0,3,1.0,4.73
1102,"From thy behaviour; beauty doth he give,",from|THY*|be|HA|viour|BEA|uty|DOTH*|he|GIVE,from|THY*|be|HA|viour|BEA|uty|DOTH*|he|GIVE    from|THY*|be|HA|viour|BEA|uty.doth*|HE|give*    from|THY*|be|HA|viour|BEA|uty.doth*|HE.GIVE*,wswswswsws,wswswswsws    wswswswwsw    wswswswwss,3,2,8,2.6666666666666665,2,8,2.6666666666666665,10,7,0,0,0.0,2,4,1.3333333333333333,0,1,0.3333333333333333,0,0,0.0,0,3,1.0,3.09
1103,And found it in thy cheek: he can afford,and|FOUND|it|IN|thy|CHEEK|he|CAN*|af|FORD,and|FOUND|it|IN|thy|CHEEK|he|CAN*|af|FORD    and|FOUND|it|IN|thy|CHEEK.HE*|can.af*|FORD,wswswswsws,wswswswsws    wswswsswws,2,1,3,1.5,1,3,1.5,10,9,0,0,0.0,1,1,0.5,0,0,0.0,0,0,0.0,0,2,1.0,4.12
1104,"No praise to thee, but what in thee doth live.",NO|praise*|TO*|thee.but|WHAT|in|THEE*|doth|LIVE,NO|praise*|TO*|thee.but|WHAT|in|THEE*|doth|LIVE    NO.PRAISE*|to|THEE*|but|WHAT|in|THEE*|doth|LIVE    no*|PRAISE|to|THEE*|but|WHAT|in|THEE*|doth|LIVE    NO.PRAISE*|to.thee|BUT*|what.in|THEE*|doth|LIVE    no*|PRAISE|to.thee|BUT*|what.in|THEE*|doth|LIVE    NO.PRAISE*|to|THEE*|but.what|IN|thee.doth*|LIVE    NO.PRAISE*|to.thee|BUT*|what|IN|thee.doth*|LIVE    no*|PRAISE|to|THEE*|but.what|IN|thee.doth*|LIVE    no*|PRAISE|to.thee|BUT*|what|IN|thee.doth*|LIVE,swswwswsws,swswwswsws    sswswswsws    wswswswsws    sswwswwsws    wswwswwsws    sswswwswws    sswwswswws    wswswwswws    wswwswswws,9,3,27,3.0,3,27,3.0,10,10,0,0,0.0,2,14,1.5555555555555556,1,5,0.5555555555555556,0,0,0.0,0,8,0.8888888888888888,2.94
1105,"Then thank him not for that which he doth say,",then|THANK|him|NOT|for|THAT|which|HE|doth|SAY,then|THANK|him|NOT|for|THAT|which|HE|doth|SAY,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3.52
1106,"Since what he owes thee, thou thyself dost pay.",SINCE|what.he|OWES|thee|THOU*|thy|SELF|dost|PAY,SINCE|what.he|OWES|thee|THOU*|thy|SELF|dost|PAY    since|WHAT|he|OWES|thee|THOU*|thy|SELF|dost|PAY,swwswswsws,swwswswsws    wswswswsws,2,1,2,1.0,1,2,1.0,10,9,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,6.07
1107,"O! how I faint when I of you do write,",o.how|I|faint*|WHEN|i|OF*|you.do|WRITE,o.how|I|faint*|WHEN|i|OF*|you.do|WRITE    o.how|I|faint*|WHEN|i.of|YOU*|do|WRITE    o.how|I.FAINT*|when|I|of.you|DO|write*    o.how|I.FAINT*|when|I|of.you|DO.WRITE*    o.how|I.FAINT*|when|I|of|YOU*|do|WRITE    o.how|I.FAINT*|when.i|OF*|you.do|WRITE    O*|how.i|FAINT|when|I|of.you|DO|write*    O*|how.i|FAINT|when|I|of.you|DO.WRITE*    o|HOW*|i|FAINT|when|I|of.you|DO|write*    o|HOW*|i|FAINT|when|I|of.you|DO.WRITE*    O*|how.i|FAINT|when|I|of|YOU*|do|WRITE    o|HOW*|i|FAINT|when|I|of|YOU*|do|WRITE    O*|how.i|FAINT|when.i|OF*|you.do|WRITE    o|HOW*|i|FAINT|when.i|OF*|you.do|WRITE,wwswswswws,wwswswswws    wwswswwsws    wwsswswwsw    wwsswswwss    wwsswswsws    wwsswwswws    swwswswwsw    swwswswwss    wswswswwsw    wswswswwss    swwswswsws    wswswswsws    swwswwswws    wswswwswws,14,2,28,2.0,2,28,2.0,10,10,0,0,0.0,1,16,1.1428571428571428,1,5,0.35714285714285715,0,0,0.0,0,7,0.5,3.69
1108,"Knowing a better spirit doth use your name,",KNO|wing.a*|BET|ter|SPI|rit.doth*|USE|your|NAME,KNO|wing.a*|BET|ter|SPI|rit.doth*|USE|your|NAME    KNO|wing.a*|BET|ter|SPI.RIT*|doth|USE|your|NAME    KNO.WING*|a|BET|ter|SPI|rit.doth*|USE|your|NAME    KNO.WING*|a|BET|ter|SPI.RIT*|doth|USE|your|NAME,swwswswwsws,swwswswwsws    swwswsswsws    sswswswwsws    sswswsswsws,4,2,8,2.0,2,8,2.0,11,8,0,0,0.0,0,4,1.0,0,0,0.0,0,0,0.0,2,4,1.0,3.41
1109,"And in the praise thereof spends all his might,",and|IN|the|PRAISE|the*|REOF|spends*|ALL|his|MIGHT,and|IN|the|PRAISE|the*|REOF|spends*|ALL|his|MIGHT    and|IN|the|PRAISE|the*|REOF|spends*|ALL|his.might    and|IN|the|PRAISE|the*|REOF.SPENDS*|all.his|MIGHT    and|IN|the|PRAISE|the.reof*|SPENDS|all.his|MIGHT,wswswswsws,wswswswsws    wswswswsww    wswswsswws    wswswwswws,4,2,8,2.0,2,8,2.0,10,9,0,1,0.25,0,0,0.0,2,6,1.5,0,0,0.0,0,1,0.25,7.83
1110,To make me tongue-tied speaking of your fame!,to|MAKE|me|TONGUE-TON|gue-tied*|SPEA|king|OF*|your|FAME,to|MAKE|me|TONGUE-TON|gue-tied*|SPEA|king|OF*|your|FAME,wswswswsws,wswswswsws,1,2,2,2.0,2,2,2.0,10,8,0,0,0.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0.0,3.82
1111,But since your worth% wide as the ocean is%,but|SINCE|your|WORTH.WIDE*|as.the|O|cean|IS,but|SINCE|your|WORTH.WIDE*|as.the|O|cean|IS    but|SINCE|your|WORTH|wide*|AS*|the|O|cean|IS    but.since|YOUR*|worth*|WIDE|as.the|O|cean|IS,wswsswwsws,wswsswwsws    wswswswsws    wwswswwsws,3,1,5,1.6666666666666667,1,5,1.6666666666666667,10,9,0,0,0.0,0,2,0.6666666666666666,0,2,0.6666666666666666,0,0,0.0,1,1,0.3333333333333333,5.14
1112,"The humble as the proudest sail doth bear,",the|HUM|ble|AS*|the|PROU|dest|SAIL|doth|BEAR,the|HUM|ble|AS*|the|PROU|dest|SAIL|doth|BEAR,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,8,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1.07
1113,"My saucy bark, inferior far to his,",my|SAU|cy|BARK|in|FE|rior|FAR|to.his,my|SAU|cy|BARK|in|FE|rior|FAR|to.his,wswswswsww,wswswswsww,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.04
1114,On your broad main doth wilfully appear.,on.your|BROAD.MAIN*|doth|WIL|ful|LY*|ap|PEAR,on.your|BROAD.MAIN*|doth|WIL|ful|LY*|ap|PEAR    on|YOUR*|broad*|MAIN|doth|WIL|ful|LY*|ap|PEAR,wwsswswsws,wwsswswsws    wswswswsws,2,2,5,2.5,2,5,2.5,10,7,0,0,0.0,1,3,1.5,0,1,0.5,0,0,0.0,1,1,0.5,3.69
1115,"Your shallowest help will hold me up afloat,",your|SHAL|lo.west*|HELP|will|HOLD|me|UP*|a|FLOAT,your|SHAL|lo.west*|HELP|will|HOLD|me|UP*|a|FLOAT    your|SHAL.LO*|west|HELP|will|HOLD|me|UP*|a|FLOAT,wswwswswsws,wswwswswsws    wsswswswsws,2,2,4,2.0,2,4,2.0,11,8,0,0,0.0,1,3,1.5,0,0,0.0,1,1,0.5,0,0,0.0,4.05
1116,Whilst he upon your soundless deep doth ride;,WHILST.HE*|u|PON|your|SOUN|dless|DEEP|doth|RIDE,WHILST.HE*|u|PON|your|SOUN|dless|DEEP|doth|RIDE    whilst*|HE|u|PON|your|SOUN|dless|DEEP|doth|RIDE    WHILST|he.u*|PON|your|SOUN|dless|DEEP|doth|RIDE    WHILST|he|U.PON*|your|SOUN|dless|DEEP|doth|RIDE,sswswswsws,sswswswsws    wswswswsws    swwswswsws    swsswswsws,4,1,5,1.25,1,5,1.25,10,8,0,0,0.0,0,1,0.25,0,1,0.25,0,1,0.25,1,2,0.5,0.38
1117,"Or, being wrack'd, I am a worthless boat,",or|BE|ing|WRACK'D.I*|am.a|WORT|hless|BOAT,or|BE|ing|WRACK'D.I*|am.a|WORT|hless|BOAT    or|BE|ing|WRACK'D|i|AM*|a|WORT|hless|BOAT,wswsswwsws,wswsswwsws    wswswswsws,2,1,2,1.0,1,2,1.0,10,8,0,0,0.0,0,1,0.5,0,0,0.0,0,0,0.0,1,1,0.5,8.12
1118,"He of tall building, and of goodly pride:",HE|of|TALL.BUIL*|ding|AND*|of|GOO|dly|PRIDE,HE|of|TALL.BUIL*|ding|AND*|of|GOO|dly|PRIDE    he.of|TALL.BUIL*|ding|AND*|of|GOO|dly|PRIDE    HE|of|TALL|buil*|DING*|and.of|GOO|dly|PRIDE    he|OF*|tall*|BUIL|ding|AND*|of|GOO|dly|PRIDE    he.of|TALL|buil*|DING*|and.of|GOO|dly|PRIDE,swsswswsws,swsswswsws    wwsswswsws    swswswwsws    wswswswsws    wwswswwsws,5,2,13,2.6,2,13,2.6,10,8,0,2,0.4,1,6,1.2,0,3,0.6,0,0,0.0,1,2,0.4,5.43
1119,"Then if he thrive and I be cast away,",THEN|if.he|THRIVE|and|I|be|CAST|a|WAY,THEN|if.he|THRIVE|and|I|be|CAST|a|WAY,swwswswsws,swwswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.75
1120,The worst was this% my love was my decay.,the|WORST|was|THIS*|my|LOVE|was|MY*|de|CAY,the|WORST|was|THIS*|my|LOVE|was|MY*|de|CAY,wswswswsws,wswswswsws,1,2,2,2.0,2,2,2.0,10,9,0,0,0.0,2,2,2.0,0,0,0.0,0,0,0.0,0,0,0.0,1.7
1121,"Or I shall live your epitaph to make,",or|I|shall|LIVE|your|E|pi|TAPH|to|MAKE,or|I|shall|LIVE|your|E|pi|TAPH|to|MAKE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.94
1122,Or you survive when I in earth am rotten;,or|YOU*|sur|VIVE|when|I|in|EARTH|am|ROT|ten,or|YOU*|sur|VIVE|when|I|in|EARTH|am|ROT|ten,wswswswswsw,wswswswswsw,1,1,1,1.0,1,1,1.0,11,9,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,3.55
1123,"From hence your memory death cannot take,",from|HENCE|your|ME|mo|RY*|death*|CAN|not|TAKE,from|HENCE|your|ME|mo|RY*|death*|CAN|not|TAKE    from|HENCE|your|ME|mo.ry*|DEATH.CAN*|not|TAKE    from|HENCE|your|ME.MO*|ry|DEATH.CAN*|not|TAKE    from|HENCE|your|ME|mo.ry*|DEATH|can|NOT|take*    from|HENCE|your|ME|mo.ry*|DEATH|can|NOT.TAKE*    from|HENCE|your|ME.MO*|ry|DEATH|can|NOT|take*    from|HENCE|your|ME.MO*|ry|DEATH|can|NOT.TAKE*,wswswswsws,wswswswsws    wswswwssws    wswsswssws    wswswwswsw    wswswwswss    wswsswswsw    wswsswswss,7,2,14,2.0,2,14,2.0,10,7,0,0,0.0,1,4,0.5714285714285714,1,3,0.42857142857142855,0,3,0.42857142857142855,0,4,0.5714285714285714,4.85
1124,Although in me each part will be forgotten.,ALT.HOUGH*|in.me|EACH.PART*|will|BE|for|GOT|ten,ALT.HOUGH*|in.me|EACH.PART*|will|BE|for|GOT|ten    alt*|HOUGH|in.me|EACH.PART*|will|BE|for|GOT|ten    ALT.HOUGH*|in|ME*|each|PART|will|BE|for|GOT|ten    alt*|HOUGH|in|ME*|each|PART|will|BE|for|GOT|ten    ALT|hough*|IN|me.each|PART|will|BE|for|GOT|ten    alt*|HOUGH.IN*|me.each|PART|will|BE|for|GOT|ten,sswwsswswsw,sswwsswswsw    wswwsswswsw    sswswswswsw    wswswswswsw    swswwswswsw    wsswwswswsw,6,2,12,2.0,2,12,2.0,11,8,0,1,0.16666666666666666,0,2,0.3333333333333333,0,4,0.6666666666666666,1,2,0.3333333333333333,1,3,0.5,3.55
1125,"Your name from hence immortal life shall have,",your|NAME|from|HENCE|im|MOR|tal|LIFE|shall|HAVE,your|NAME|from|HENCE|im|MOR|tal|LIFE|shall|HAVE    your|NAME|from|HENCE|im|MOR|tal|LIFE|shall.have,wswswswsws,wswswswsws    wswswswsww,2,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.57
1126,"Though I, once gone, to all the world must die:",though|I|once*|GONE|to|ALL|the|WORLD|must|DIE,though|I|once*|GONE|to|ALL|the|WORLD|must|DIE    though.i|ONCE.GONE*|to|ALL|the|WORLD|must|DIE,wswswswsws,wswswswsws    wwsswswsws,2,1,2,1.0,1,2,1.0,10,10,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,0,1,0.5,2.27
1127,"The earth can yield me but a common grave,",the|EARTH|can|YIELD|me|BUT*|a|COM|mon|GRAVE,the|EARTH|can|YIELD|me|BUT*|a|COM|mon|GRAVE,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,9,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.47
