line_num,line,parse,parse_all,meter,meter_all,num_parses,num_viols__bestparse,num_viols__allparses_sum,num_viols__allparses_mean,score_viols__bestparse,score_viols__allparses_sum,score_viols__allparses_mean,num_sylls,num_words,[*strength.w=>-p/1]__bestparse,[*strength.w=>-p/1]__allparses_sum,[*strength.w=>-p/1]__allparses_mean,[*stress.s=>-u/1]__bestparse,[*stress.s=>-u/1]__allparses_sum,[*stress.s=>-u/1]__allparses_mean,[*stress.w=>-p/1]__bestparse,[*stress.w=>-p/1]__allparses_sum,[*stress.w=>-p/1]__allparses_mean,[*footmin-w-resolution/1]__bestparse,[*footmin-w-resolution/1]__allparses_sum,[*footmin-w-resolution/1]__allparses_mean,[*footmin-f-resolution/1]__bestparse,[*footmin-f-resolution/1]__allparses_sum,[*footmin-f-resolution/1]__allparses_mean,hayes_score
1128,When you entombed in men's eyes shall lie.,WHEN|you.en*|TOMBED|in|MEN'S.EYES*|shall|LIE,WHEN|you.en*|TOMBED|in|MEN'S.EYES*|shall|LIE    when|YOU*|en|TOMBED|in|MEN'S.EYES*|shall|LIE    WHEN|you.en*|TOMBED|in|MEN'S|eyes*|SHALL|lie*    when|YOU*|en|TOMBED|in|MEN'S|eyes*|SHALL|lie*,swwswssws,swwswssws    wswswssws    swwswswsw    wswswswsw,4,2,10,2.5,2,10,2.5,9,8,0,0,0.0,0,2,0.5,0,4,1.0,0,0,0.0,2,4,1.0,4.01
1129,"Your monument shall be my gentle verse,",your|MO|nu.ment*|SHALL|be.my|GEN|tle|VERSE,your|MO|nu.ment*|SHALL|be.my|GEN|tle|VERSE    your|MO.NU*|ment|SHALL|be.my|GEN|tle|VERSE    your|MO|nu|MENT*|shall|BE|my|GEN|tle|VERSE,wswwswwsws,wswwswwsws    wsswswwsws    wswswswsws,3,1,3,1.0,1,3,1.0,10,7,0,0,0.0,0,2,0.6666666666666666,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,2.09
1130,Which eyes not yet created shall o'er-read;,which|EYES|not|YET|crea|T|ed|SHALL|o'er-o*|'ER-READ,which|EYES|not|YET|crea|T|ed|SHALL|o'er-o*|'ER-READ    which|EYES|not|YET|crea|T|ed.shall*|O'ER-O.'ER-READ*    which|EYES|not|YET|crea|T.ED*|shall|O'ER-O.'ER-READ*,wswswswsws,wswswswsws    wswswswwss    wswswsswss,3,1,5,1.6666666666666667,1,5,1.6666666666666667,10,7,0,0,0.0,0,1,0.3333333333333333,1,1,0.3333333333333333,0,2,0.6666666666666666,0,1,0.3333333333333333,1.16
1131,"And tongues to be, your being shall rehearse,",and|TONGUES|to|BE|your|BE|ing|SHALL|re|HEARSE,and|TONGUES|to|BE|your|BE|ing|SHALL|re|HEARSE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.92
1132,When all the breathers of this world are dead;,WHEN|all.the|BREAT|hers|OF*|this|WORLD|are|DEAD,WHEN|all.the|BREAT|hers|OF*|this|WORLD|are|DEAD    WHEN|all.the|BREAT.HERS*|of.this|WORLD|are|DEAD    when|ALL|the|BREAT|hers|OF*|this|WORLD|are|DEAD    when|ALL|the|BREAT.HERS*|of.this|WORLD|are|DEAD,swwswswsws,swwswswsws    swwsswwsws    wswswswsws    wswsswwsws,4,1,4,1.0,1,4,1.0,10,9,0,0,0.0,1,4,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.47
1133,You still shall live% such virtue hath my pen%,you|STILL|shall|LIVE|such|VIR|tue|HATH|my|PEN,you|STILL|shall|LIVE|such|VIR|tue|HATH|my|PEN,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.92
1134,"Where breath most breathes, even in the mouths of men.",where|BREATH|most|BREATHES.E*|ven|IN|the|MOUTHS|of|MEN,where|BREATH|most|BREATHES.E*|ven|IN|the|MOUTHS|of|MEN    WHERE|breath*|MOST|breathes*|E|ven|IN|the|MOUTHS|of|MEN    where|BREATH|most|BREATHES|e*|VEN*|in.the|MOUTHS|of|MEN    where|BREATH|most|BREATHES|e.ven*|IN|the|MOUTHS|of|MEN,wswsswswsws,wswsswswsws    swswswswsws    wswswswwsws    wswswwswsws,4,1,9,2.25,1,9,2.25,11,10,0,2,0.5,0,1,0.25,0,4,1.0,0,1,0.25,1,1,0.25,4.45
1135,"I grant thou wert not married to my Muse,",i|GRANT|thou.wert|NOT.MAR*|ried|TO*|my|MUSE,i|GRANT|thou.wert|NOT.MAR*|ried|TO*|my|MUSE    i|GRANT|thou|WERT*|not|MAR|ried|TO*|my|MUSE    i|GRANT|thou|WERT*|not|MAR.RIED*|to.my|MUSE    i|GRANT|thou.wert|NOT|mar*|RIED*|to.my|MUSE    i|GRANT|thou.wert|NOT|mar.ried*|TO*|my|MUSE,wswwsswsws,wswwsswsws    wswswswsws    wswswsswws    wswwswswws    wswwswwsws,5,2,12,2.4,2,12,2.4,10,9,0,2,0.4,1,7,1.4,0,2,0.4,0,0,0.0,1,1,0.2,0.56
1136,And therefore mayst without attaint o'erlook,and|THE|refore*|MAYST|wit|HOUT|at|TAINT.O*|'erlook,and|THE|refore*|MAYST|wit|HOUT|at|TAINT.O*|'erlook    and|THE|refore*|MAYST|wit|HOUT|at|TAINT|o*|'ERLOOK*    and|THE|refore*|MAYST|wit|HOUT|at|TAINT|o.'erlook*    and|THE|refore*|MAYST|wit|HOUT|at.taint*|O|'erlook,wswswswssw,wswswswssw    wswswswsws    wswswswsww    wswswswwsw,4,2,14,3.5,2,14,3.5,10,6,0,3,0.75,0,1,0.25,1,7,1.75,0,2,0.5,1,1,0.25,6.77
1137,The dedicated words which writers use,the|DE|di|CA*|ted|WORDS|which|WRI|ters|USE,the|DE|di|CA*|ted|WORDS|which|WRI|ters|USE,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,6,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,3.12
1138,"Of their fair subject, blessing every book.",of.their|FAIR|sub|JECT.BLES*|sing|E|very|BOOK,of.their|FAIR|sub|JECT.BLES*|sing|E|very|BOOK    of.their|FAIR.SUB*|ject|BLES|sing|E|very|BOOK    of.their|FAIR|sub|JECT|bles.sing*|E|very|BOOK    of|THEIR*|fair*|SUB|ject|BLES|sing|E|very|BOOK,wwswsswsws,wwswsswsws    wwsswswsws    wwswswwsws    wswswswsws,4,1,6,1.5,1,6,1.5,10,7,0,1,0.25,0,1,0.25,0,2,0.5,0,0,0.0,1,2,0.5,5.15
1139,"Thou art as fair in knowledge as in hue,",thou|ART|as|FAIR|in|KNOW|ledge|AS*|in|HUE,thou|ART|as|FAIR|in|KNOW|ledge|AS*|in|HUE    thou|ART|as|FAIR|in|KNOW.LEDGE*|as.in|HUE    thou|ART|as|FAIR|in|KNOW|ledge.as*|IN|hue*    thou|ART|as|FAIR|in|KNOW|ledge.as*|IN.HUE*,wswswswsws,wswswswsws    wswswsswws    wswswswwsw    wswswswwss,4,1,6,1.5,1,6,1.5,10,9,0,0,0.0,1,2,0.5,0,1,0.25,0,0,0.0,0,3,0.75,1.16
1140,Finding thy worth a limit past my praise;,FIN|ding.thy*|WORTH|a|LI|mit|PAST|my|PRAISE,FIN|ding.thy*|WORTH|a|LI|mit|PAST|my|PRAISE    FIN.DING*|thy|WORTH|a|LI|mit|PAST|my|PRAISE    fin*|DING*|thy|WORTH|a|LI|mit|PAST|my|PRAISE,swwswswsws,swwswswsws    sswswswsws    wswswswsws,3,1,6,2.0,1,6,2.0,10,8,0,1,0.3333333333333333,0,2,0.6666666666666666,0,1,0.3333333333333333,0,1,0.3333333333333333,1,1,0.3333333333333333,3.41
1141,And therefore art enforced to seek anew,and|THE|refore*|ART|en|FORCED|to|SEEK|a|NEW,and|THE|refore*|ART|en|FORCED|to|SEEK|a|NEW    and|THE.REFORE*|art.en*|FORCED|to|SEEK|a|NEW    and|THE.REFORE*|art|EN.FORCED*|to|SEEK|a|NEW,wswswswsws,wswswswsws    wsswwswsws    wsswsswsws,3,1,6,2.0,1,6,2.0,10,7,0,0,0.0,0,1,0.3333333333333333,1,1,0.3333333333333333,0,3,1.0,0,1,0.3333333333333333,6.58
1142,Some fresher stamp of the time-bettering days.,some|FRES|her|STAMP|of.the|TIME-TI.ME*|-.bettering*|DAYS,some|FRES|her|STAMP|of.the|TIME-TI.ME*|-.bettering*|DAYS    some|FRES|her|STAMP|of|THE*|time-ti*|ME|-.bettering*|DAYS    some|FRES|her|STAMP|of|THE*|time-ti*|ME.-*|bettering|DAYS    some|FRES|her|STAMP|of.the|TIME-TI|me*|-*|bettering|DAYS    some|FRES|her|STAMP|of.the|TIME-TI.ME*|-|BETTERING*|days*    some|FRES|her|STAMP|of.the|TIME-TI.ME*|-|BETTERING.DAYS*,wswswwsswws,wswswwsswws    wswswswswws    wswswswssws    wswswwswsws    wswswwsswsw    wswswwsswss,6,2,17,2.8333333333333335,2,17,2.8333333333333335,11,7,0,1,0.16666666666666666,0,6,1.0,0,4,0.6666666666666666,2,5,0.8333333333333334,0,1,0.16666666666666666,4.06
1143,"And do so, love; yet when they have devis'd,",and|DO|so|LOVE|yet|WHEN|they|HAVE|de|VIS'D,and|DO|so|LOVE|yet|WHEN|they|HAVE|de|VIS'D,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3.54
1144,"What strained touches rhetoric can lend,",WHAT|strained*|TOUC|hes|RHE|to|RIC*|can|LEND,WHAT|strained*|TOUC|hes|RHE|to|RIC*|can|LEND    what|STRAINED.TOUC*|hes|RHE|to|RIC*|can|LEND,swswswsws,swswswsws    wsswswsws,2,2,4,2.0,2,4,2.0,9,6,0,0,0.0,1,2,1.0,1,1,0.5,0,0,0.0,0,1,0.5,1.07
1145,"Thou truly fair, wert truly sympathiz'd",thou|TRU|ly|FAIR|wert|TRU|ly|SYM|pat|HIZ'D,thou|TRU|ly|FAIR|wert|TRU|ly|SYM|pat|HIZ'D,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5.24
1146,"In true plain words, by thy true-telling friend;",in|TRUE|plain*|WORDS|by.thy|TRUE-TRUE.-*|telling|FRIEND,in|TRUE|plain*|WORDS|by.thy|TRUE-TRUE.-*|telling|FRIEND    in|TRUE|plain*|WORDS|by|THY*|true-true*|-|telling|FRIEND    in|TRUE|plain*|WORDS|by.thy|TRUE-TRUE|-.telling*|FRIEND,wswswwssws,wswswwssws    wswswswsws    wswswwswws,3,2,8,2.6666666666666665,2,8,2.6666666666666665,10,8,0,1,0.3333333333333333,0,1,0.3333333333333333,1,5,1.6666666666666667,1,1,0.3333333333333333,0,0,0.0,8.04
1147,And their gross painting might be better us'd,and.their|GROSS.PAIN*|ting|MIGHT|be|BET|ter|US'D,and.their|GROSS.PAIN*|ting|MIGHT|be|BET|ter|US'D    and|THEIR*|gross*|PAIN|ting|MIGHT|be|BET|ter|US'D    and.their|GROSS|pain.ting*|MIGHT|be|BET|ter|US'D,wwsswswsws,wwsswswsws    wswswswsws    wwswwswsws,3,1,6,2.0,1,6,2.0,10,8,0,1,0.3333333333333333,0,1,0.3333333333333333,0,2,0.6666666666666666,0,1,0.3333333333333333,1,1,0.3333333333333333,6.62
1148,Where cheeks need blood; in thee it is abus'd.,where|CHEEKS|need|BLOOD|in.thee|IT.IS*|a|BUS'D,where|CHEEKS|need|BLOOD|in.thee|IT.IS*|a|BUS'D    where|CHEEKS|need|BLOOD|in.thee|IT|is.a*|BUS'D    where|CHEEKS|need|BLOOD|in|THEE*|it|IS|a|BUS'D    where|CHEEKS|need|BLOOD.IN*|thee.it|IS|a|BUS'D    WHERE|cheeks*|NEED|blood*|IN|thee.it|IS|a|BUS'D,wswswwssws,wswswwssws    wswswwswws    wswswswsws    wswsswwsws    swswswwsws,5,1,6,1.2,1,6,1.2,10,9,0,0,0.0,0,1,0.2,0,2,0.4,0,0,0.0,1,3,0.6,4.64
1149,"I never saw that you did painting need,",i|NE|ver|SAW.THAT*|you.did|PAIN|ting|NEED,i|NE|ver|SAW.THAT*|you.did|PAIN|ting|NEED    i|NE|ver|SAW|that.you|DID.PAIN*|ting|NEED    i|NE|ver|SAW|that|YOU*|did|PAIN|ting|NEED    i|NE|ver|SAW|that.you|DID|pain.ting*|NEED,wswsswwsws,wswsswwsws    wswswwssws    wswswswsws    wswswwswws,4,1,6,1.5,1,6,1.5,10,8,0,1,0.25,0,1,0.25,0,1,0.25,0,1,0.25,1,2,0.5,0.88
1150,And therefore to your fair no painting set;,and|THE.REFORE*|to.your|FAIR|no*|PAIN|ting|SET,and|THE.REFORE*|to.your|FAIR|no*|PAIN|ting|SET    and|THE|refore*|TO*|your|FAIR|no*|PAIN|ting|SET    and.the*|REFORE|to.your|FAIR|no*|PAIN|ting|SET,wsswwswsws,wsswwswsws    wswswswsws    wwswwswsws,3,2,9,3.0,2,9,3.0,10,8,0,1,0.3333333333333333,0,1,0.3333333333333333,1,5,1.6666666666666667,1,1,0.3333333333333333,0,1,0.3333333333333333,4.85
1151,"I found, or thought I found, you did exceed",i|FOUND|or|THOUGHT|i|FOUND|you|DID|ex|CEED,i|FOUND|or|THOUGHT|i|FOUND|you|DID|ex|CEED,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4.88
1152,That barren tender of a poet's debt:,that|BAR|ren|TEN|der|OF*|a|POET|'s|DEBT,that|BAR|ren|TEN|der|OF*|a|POET|'s|DEBT,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,7,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.88
1153,"And therefore have I slept in your report,",and|THE|refore*|HAVE|i|SLEPT|in|YOUR*|re|PORT,and|THE|refore*|HAVE|i|SLEPT|in|YOUR*|re|PORT    and|THE.REFORE*|have.i|SLEPT|in|YOUR*|re|PORT    and|THE|refore*|HAVE|i|SLEPT.IN*|your.re*|PORT    and|THE.REFORE*|have|I|slept*|IN|your.re*|PORT    and|THE.REFORE*|have.i|SLEPT.IN*|your.re*|PORT,wswswswsws,wswswswsws    wsswwswsws    wswswsswws    wsswswswws    wsswwsswws,5,2,13,2.6,2,13,2.6,10,8,0,0,0.0,1,2,0.4,1,3,0.6,0,3,0.6,0,5,1.0,4.34
1154,"That you yourself, being extant, well might show",THAT|you|YO|urself|BE|ing|EX|tant|WELL|might|SHOW,THAT|you|YO|urself|BE|ing|EX|tant|WELL|might|SHOW    that.you|YO|urself|BE|ing|EX|tant|WELL|might|SHOW,swswswswsws,swswswswsws    wwswswswsws,2,0,0,0.0,0,0,0.0,11,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5.49
1155,"How far a modern quill doth come too short,",how|FAR|a|MO|dern|QUILL|doth|COME|too*|SHORT,how|FAR|a|MO|dern|QUILL|doth|COME|too*|SHORT,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,9,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0.38
1156,"Speaking of worth, what worth in you doth grow.",SPEA|king.of*|WORTH|what|WORTH|in|YOU*|doth|GROW,SPEA|king.of*|WORTH|what|WORTH|in|YOU*|doth|GROW    SPEA.KING*|of|WORTH|what|WORTH|in|YOU*|doth|GROW    SPEA|king.of*|WORTH|what|WORTH.IN*|you.doth*|GROW    spea*|KING*|of|WORTH|what|WORTH|in|YOU*|doth|GROW    SPEA|king|OF*|worth*|WHAT|worth*|IN|you|DOTH*|grow*,swwswswsws,swwswswsws    sswswswsws    swwswsswws    wswswswsws    swswswswsw,5,2,17,3.4,2,17,3.4,10,9,0,1,0.2,1,7,1.4,0,4,0.8,0,1,0.2,1,4,0.8,4.73
1157,"This silence for my sin you did impute,",this|SI|lence|FOR*|my|SIN|you|DID|im|PUTE,this|SI|lence|FOR*|my|SIN|you|DID|im|PUTE    this|SI.LENCE*|for.my|SIN|you|DID|im|PUTE,wswswswsws,wswswswsws    wsswwswsws,2,1,2,1.0,1,2,1.0,10,8,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1.35
1158,Which shall be most my glory being dumb;,WHICH|shall|BE|most.my|GLO|ry|BE|ing|DUMB,WHICH|shall|BE|most.my|GLO|ry|BE|ing|DUMB    WHICH|shall.be|MOST|my|GLO|ry|BE|ing|DUMB    which|SHALL|be|MOST|my|GLO|ry|BE|ing|DUMB    which.shall|BE|most.my|GLO|ry|BE|ing|DUMB,swswwswsws,swswwswsws    swwswswsws    wswswswsws    wwswwswsws,4,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.88
1159,"For I impair not beauty being mute,",for|I|im|PAIR|not|BEA|uty|BE|ing|MUTE,for|I|im|PAIR|not|BEA|uty|BE|ing|MUTE,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.88
1160,"When others would give life, and bring a tomb.",when|OT|hers|WOULD|give*|LIFE|and|BRING|a|TOMB,when|OT|hers|WOULD|give*|LIFE|and|BRING|a|TOMB    when|OT|hers.would*|GIVE.LIFE*|and|BRING|a|TOMB    when|OT.HERS*|would|GIVE.LIFE*|and|BRING|a|TOMB,wswswswsws,wswswswsws    wswwsswsws    wsswsswsws,3,1,5,1.6666666666666667,1,5,1.6666666666666667,10,9,0,0,0.0,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,3,1.0,4.86
1161,There lives more life in one of your fair eyes,there|LIVES|more|LIFE|in|ONE*|of.your|FAIR|eyes*,there|LIVES|more|LIFE|in|ONE*|of.your|FAIR|eyes*    there|LIVES|more|LIFE|in|ONE*|of.your|FAIR.EYES*    there|LIVES|more|LIFE|in.one|OF*|your|FAIR|eyes*    there|LIVES|more|LIFE|in.one|OF*|your|FAIR.EYES*,wswswswwsw,wswswswwsw    wswswswwss    wswswwswsw    wswswwswss,4,2,8,2.0,2,8,2.0,10,10,0,0,0.0,1,4,1.0,1,2,0.5,0,0,0.0,0,2,0.5,7.55
1162,Than both your poets can in praise devise.,than|BOTH|your|PO|ets|CAN*|in|PRAISE|de|VISE,than|BOTH|your|PO|ets|CAN*|in|PRAISE|de|VISE    than|BOTH|your|PO.ETS*|can.in|PRAISE|de|VISE    than|BOTH|your|PO|ets.can*|IN.PRAISE*|de|VISE,wswswswsws,wswswswsws    wswsswwsws    wswswwssws,3,1,4,1.3333333333333333,1,4,1.3333333333333333,10,8,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,0,0,0.0,0,2,0.6666666666666666,1.07
1163,"Who is it that says most, which can say more,",WHO|is|IT|that|SAYS|most|WHICH|can|SAY|more,WHO|is|IT|that|SAYS|most|WHICH|can|SAY|more    who|IS|it.that|SAYS|most|WHICH|can|SAY|more    who.is|IT|that|SAYS|most|WHICH|can|SAY|more,swswswswsw,swswswswsw    wswwswswsw    wwswswswsw,3,0,0,0.0,0,0,0.0,10,10,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,10.42
1164,"Than this rich praise% that you alone, are you?",than.this|RICH|praise*|THAT|you.a*|LONE|are.you,than.this|RICH|praise*|THAT|you.a*|LONE|are.you    than.this|RICH.PRAISE*|that|YOU*|a|LONE|are.you    than.this|RICH|praise*|THAT|you|A.LONE*|are.you    than|THIS*|rich*|PRAISE|that|YOU*|a|LONE|are.you,wwswswwsww,wwswswwsww    wwsswswsww    wwswswssww    wswswswsww,4,2,10,2.5,2,10,2.5,10,9,0,0,0.0,0,4,1.0,1,3,0.75,0,1,0.25,1,2,0.5,5.58
1165,In whose confine immured is the store,in|WHOSE|con|FINE|im|MURED|is.the|STORE,in|WHOSE|con|FINE|im|MURED|is.the|STORE,wswswswws,wswswswws,1,0,0,0.0,0,0,0.0,9,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3.59
1166,Which should example where your equal grew.,which|SHOULD|e|XAM|ple|WHERE|your|E|qual|GREW,which|SHOULD|e|XAM|ple|WHERE|your|E|qual|GREW,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.16
1167,Lean penury within that pen doth dwell,LEAN.PE*|nu|RY*|wit|HIN|that|PEN|doth|DWELL,LEAN.PE*|nu|RY*|wit|HIN|that|PEN|doth|DWELL    lean*|PE|nu|RY*|wit|HIN|that|PEN|doth|DWELL,sswswswsws,sswswswsws    wswswswsws,2,2,4,2.0,2,4,2.0,10,7,0,0,0.0,1,2,1.0,0,1,0.5,0,0,0.0,1,1,0.5,6.79
1168,That to his subject lends not some small glory;,THAT|to.his|SUB|ject|LENDS|not|SOME|small*|GLO|ry,THAT|to.his|SUB|ject|LENDS|not|SOME|small*|GLO|ry    THAT|to.his|SUB|ject|LENDS|not.some|SMALL.GLO*|ry,swwswswswsw,swwswswswsw    swwswswwssw,2,1,2,1.0,1,2,1.0,11,9,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,0,1,0.5,6.71
1169,"But he that writes of you, if he can tell",but|HE|that|WRITES|of|YOU*|if|HE|can|TELL,but|HE|that|WRITES|of|YOU*|if|HE|can|TELL    but|HE|that|WRITES|of.you|IF*|he.can|TELL,wswswswsws,wswswswsws    wswswwswws,2,1,2,1.0,1,2,1.0,10,10,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,5.46
1170,"That you are you, so dignifies his story,",THAT|you|ARE*|you.so|DI|gni|FIES|his|STO|ry,THAT|you|ARE*|you.so|DI|gni|FIES|his|STO|ry    THAT|you.are|YOU*|so|DI|gni|FIES|his|STO|ry    that.you|ARE*|you.so|DI|gni|FIES|his|STO|ry,swswwswswsw,swswwswswsw    swwswswswsw    wwswwswswsw,3,1,3,1.0,1,3,1.0,11,8,0,0,0.0,1,3,1.0,0,0,0.0,0,0,0.0,0,0,0.0,4.21
1171,"Let him but copy what in you is writ,",LET|him.but|CO|py|WHAT|in.you|IS|writ*,LET|him.but|CO|py|WHAT|in.you|IS|writ*    LET|him.but|CO|py|WHAT|in.you|IS.WRIT*    LET|him.but|CO|py|WHAT|in|YOU*|is|WRIT    LET|him.but|CO|py|WHAT.IN*|you.is|WRIT    LET|him.but|CO|py.what*|IN|you.is|WRIT    LET|him.but|CO.PY*|what|IN|you.is|WRIT,swwswswwsw,swwswswwsw    swwswswwss    swwswswsws    swwswsswws    swwswwswws    swwsswswws,6,1,6,1.0,1,6,1.0,10,9,0,0,0.0,0,2,0.3333333333333333,1,1,0.16666666666666666,0,0,0.0,0,3,0.5,5.12
1172,"Not making worse what nature made so clear,",not|MA|king|WORSE|what|NA|ture|MADE|so|CLEAR,not|MA|king|WORSE|what|NA|ture|MADE|so|CLEAR,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.19
1173,"And such a counterpart shall fame his wit,",AND*|such.a|COUN|ter|PART|shall|FAME|his|WIT,AND*|such.a|COUN|ter|PART|shall|FAME|his|WIT    and|SUCH*|a|COUN|ter|PART|shall|FAME|his|WIT,swwswswsws,swwswswsws    wswswswsws,2,1,2,1.0,1,2,1.0,10,8,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.47
1174,Making his style admired every where.,MA|king.his*|STYLE|a|DMI|red|E|very|WHERE,MA|king.his*|STYLE|a|DMI|red|E|very|WHERE    MA.KING*|his|STYLE|a|DMI|red|E|very|WHERE,swwswswsws,swwswswsws    sswswswsws,2,1,2,1.0,1,2,1.0,10,6,0,0,0.0,0,1,0.5,0,0,0.0,0,0,0.0,1,1,0.5,5.69
1175,"You to your beauteous blessings add a curse,",YOU*|to.your|BEA|uteous|BLES|sings|ADD|a|CURSE,YOU*|to.your|BEA|uteous|BLES|sings|ADD|a|CURSE    you|TO*|your|BEA|uteous|BLES|sings|ADD|a|CURSE,swwswswsws,swwswswsws    wswswswsws,2,1,2,1.0,1,2,1.0,10,8,0,0,0.0,1,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.88
1176,"Being fond on praise, which makes your praises worse.",BE|ing|FOND|on|PRAISE|which|MAKES|your|PRAI|ses|WORSE,BE|ing|FOND|on|PRAISE|which|MAKES|your|PRAI|ses|WORSE,swswswswsws,swswswswsws,1,0,0,0.0,0,0,0.0,11,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1.64
1177,"My tongue-tied Muse in manners holds her still,",my|TONGUE-TON|gue-tied*|MUSE|in|MAN|ners|HOLDS|her|STILL,my|TONGUE-TON|gue-tied*|MUSE|in|MAN|ners|HOLDS|her|STILL,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,8,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,3.73
1178,"While comments of your praise richly compil'd,",while|COM|ments|OF*|your|PRAISE.RIC*|hly.com*|PIL'D,while|COM|ments|OF*|your|PRAISE.RIC*|hly.com*|PIL'D    while|COM.MENTS*|of.your|PRAISE.RIC*|hly.com*|PIL'D    while|COM|ments|OF*|your|PRAISE|ric*|HLY*|com|PIL'D    while|COM|ments|OF*|your|PRAISE.RIC*|hly|COM.PIL'D*    while|COM.MENTS*|of|YOUR*|praise*|RIC|hly.com*|PIL'D    while|COM.MENTS*|of.your|PRAISE|ric*|HLY*|com|PIL'D    while|COM.MENTS*|of.your|PRAISE.RIC*|hly|COM.PIL'D*    while|COM.MENTS*|of|YOUR*|praise*|RIC|hly|COM.PIL'D*    while|COM.MENTS*|of|YOUR*|praise*|RIC.HLY*|com|PIL'D,wswswsswws,wswswsswws    wsswwsswws    wswswswsws    wswswsswss    wsswswswws    wsswwswsws    wsswwsswss    wsswswswss    wsswswssws,9,3,36,4.0,3,36,4.0,10,7,0,2,0.2222222222222222,1,18,2.0,0,5,0.5555555555555556,0,4,0.4444444444444444,2,7,0.7777777777777778,4.53
1179,"Reserve their character with golden quill,",re|SERVE|their|CHA|rac|TER*|with|GOL|den|QUILL,re|SERVE|their|CHA|rac|TER*|with|GOL|den|QUILL,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,6,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.47
1180,And precious phrase by all the Muses fil'd.,and|PRE|cious|PHRASE|by|ALL|the|MU|ses|FIL'D,and|PRE|cious|PHRASE|by|ALL|the|MU|ses|FIL'D,wswswswsws,wswswswsws,1,0,0,0.0,0,0,0.0,10,8,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.79
1181,"I think good thoughts, whilst others write good words,",i|THINK|good|THOUGHTS|whilst*|OT|hers|WRITE|good|WORDS,i|THINK|good|THOUGHTS|whilst*|OT|hers|WRITE|good|WORDS,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,9,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,7.8
1182,And like unlettered clerk still cry' Amen',and|LIKE|un|LET|tered|CLERK|still*|CRY|a|MEN,and|LIKE|un|LET|tered|CLERK|still*|CRY|a|MEN,wswswswsws,wswswswsws,1,1,1,1.0,1,1,1.0,10,7,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,4.45
